COUNTRY,INDICATOR,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
"Armenia, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)",,,,,,,,,,,,,0.014,1.541,30.573,40.336,42.679,51.989,51.37,52.436,52.655,54.144,55.216,59.935,61.06,60.931,64.125,68.364,72.019,76.806,83.972,87.87,90.6,95.67,100.041,99.857,98.687,101.371,103.126,104.087,108.103,116.669,126.412,125.588,127.699,131.727,135.683,139.746,143.928,148.267,152.743
"Armenia, Republic of","Gross domestic product (GDP), Constant prices, Domestic currency",,,,,,,,,,,,,992.566,853.07,899.136,972.84,1030.054,1063.47,1140.863,1179.479,1245.146,1364.686,1566.012,1785.893,1970.803,2242.881,2538.896,2887.974,3088.621,2651.584,2709.916,2837.273,3039.694,3143.407,3256.776,3362.748,3369.306,3622.609,3811.884,4102.782,3811.286,4031.183,4537.858,4916.621,5204.303,5454.11,5721.361,6036.036,6325.766,6610.425,6907.895
"Azerbaijan, Republic of","Gross capital formation, Percent of GDP",,,,,,,,,,,,,23.715,22.583,1.873,23.779,29.003,31.428,34.665,26.495,20.674,20.677,34.576,53.17,57.99,41.535,29.859,21.525,18.694,18.949,18.06,20.268,22.317,25.658,27.51,27.914,25.682,24.379,20.129,20.308,23.666,17.079,12.004,17.743,16.797,16.239,15.111,14.746,14.245,14.49,14.49
"Armenia, Republic of","Expenditure, General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,,,,,,19.871,20,22.42,22.236,28.553,26.201,24.964,22.415,23.797,23.991,26.331,27.048,26.027,24.05,24.902,30.648,28.667,26.379,26.874,28.993,30.636,29.919,29.305,28.768,28.497,28.157
"Armenia, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",,,,,,,,,,,,,3366.095,2961.699,3232.365,3505.029,3717.231,3846.067,4133.179,4284.224,4535.84,4990.025,5757.219,6602.09,7328.506,8391.711,9559.626,10945.502,11786.328,10215.028,10498.166,10977.007,11768.513,12202.955,12681.989,13148.034,13230.932,14275.698,15054.536,16208.87,15052.938,15884.438,17791.656,18961.826,19542.518,20543.657,21619.809,22886.216,24069.384,25244.083,26478.273
"Belarus, Republic of","Gross domestic product (GDP), Current prices, US dollar",,,,,,,,,,,,,12.8,11.408,15.687,10.532,14.494,14.091,15.215,12.133,10.785,12.778,15.092,18.42,23.928,31.239,38.219,46.815,62.798,50.855,57.22,61.368,65.669,75.496,78.736,56.329,47.703,54.723,60.011,64.414,61.312,68.207,73.735,71.792,76.208,85.739,90.556,94.681,99.486,103.864,108.074
"Azerbaijan, Republic of","All Items, Consumer price index (CPI), Period average",,,,,,,,,,,,,0.063,0.773,13.635,69.78,83.592,86.664,85.994,78.663,80.083,81.502,83.738,85.51,91.249,100,108.3,126.4,152.7,154.93,163.8,176.7,178.6,182.9,185.4,192.89,216.9,244.96,250.5,257,264.1,281.7,320.74,348.906,356.634,376.962,393.926,409.683,426.07,443.113,460.837
Emerging and Developing Europe,"Net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,-2.916,-3.143,-4.284,-3.195,-0.891,1.628,2.184,1.358,0.361,-5.82,-4.039,-0.633,-1.066,-1.839,-1.67,-2.259,-2.58,-1.614,0.257,-0.689,-5.266,-1.608,-2.523,-4.361,-4.276,-4.653,-3.777,-3.664,-3.516,-3.384,-3.204
Emerging and Developing Europe,"Gross national savings, Percent of GDP",24.204,22.721,23.882,21.949,21.134,22.982,23.229,23.645,24.569,23.132,23.364,20.442,22.476,22.101,18.417,20.426,20.273,18.571,18.79,20.496,24.144,23.767,22.35,22.16,23.123,24.097,24.437,24.092,25.174,20.654,22.556,25.063,24.648,23.376,23.877,25.362,24.184,24.593,26.207,24.969,24.625,26.933,29.069,26.374,25.276,24.838,25.181,25.449,25.817,26.008,26.005
"Armenia, Republic of","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021",,,,,,,,,,,,,0.019,0.016,0.016,0.017,0.017,0.017,0.018,0.018,0.018,0.019,0.021,0.024,0.025,0.027,0.029,0.031,0.033,0.028,0.027,0.028,0.029,0.029,0.029,0.029,0.028,0.029,0.029,0.032,0.031,0.03,0.033,0.034,0.035,0.036,0.036,0.037,0.038,0.038,0.039
Emerging and Developing Europe,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,3.378,2.596,0.576,1.186,2.501,3.895,4.107,2.901,1.799,-4.351,-2.581,0.651,0.23,-0.535,-0.43,-1.016,-1.379,-0.488,1.365,0.353,-4.205,-0.562,-1.601,-3.149,-2.857,-2.611,-1.638,-1.433,-1.301,-1.103,-0.943
"Azerbaijan, Republic of","Expenditure, General government, Domestic currency",,,,,,,,,,,,,,,0.104,0.404,0.542,0.637,0.62,0.736,0.861,0.892,1.403,1.548,2.066,2.817,4.743,7.393,12.619,12.285,13.571,17.57,20.056,21.981,21.466,21.045,21.406,25.02,26.577,26.633,29.145,29.981,35.07,40.296,42.84,47.478,48.164,49.332,50.343,52.149,54.269
"Azerbaijan, Republic of","Current account balance (credit less debit), Percent of GDP",,,,,,,,,,,,,-16.598,-12.199,-5.461,-13.165,-25.894,-21.214,-31.883,-13.09,-3.539,-0.945,-12.329,-27.772,-29.824,1.264,17.67,27.288,33.68,22.965,28.425,25.998,21.406,16.609,13.864,-0.42,-3.604,4.071,12.844,9.061,-0.533,15.124,29.792,11.5,6.285,4.267,2.259,0.612,-0.2,-0.617,-0.753
"Armenia, Republic of","Revenue, General government, Percent of GDP",,,,,,,,,,,,,,26.097,26.152,17.837,15.41,15.751,17.146,19.334,16.494,17.046,16.744,15.217,15.457,17.895,18.05,20.085,20.479,20.867,21.221,22.09,20.921,22.204,22.048,21.494,21.416,21.242,22.298,23.925,25.246,24.083,24.268,24.855,25.303,25.127,25.42,25.48,25.473,25.493,25.5
"Azerbaijan, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",,,,,,,,,,,,,28.42,22.373,18.356,16.299,17.018,18.849,20.206,22.827,24.798,27,30.008,33.724,37.836,49.324,68.37,87.778,99.105,108.95,115.787,118.295,123.152,132.566,138.608,141.405,138.375,141.07,151.91,167.158,153.048,203.884,228.681,240.355,256.35,270.503,282.237,294.005,306.101,319.128,333.172
Emerging and Developing Europe,"External debt, Percent of GDP",29.312,30.062,30.726,32.917,35.411,36.062,41.515,45.858,37.207,69.504,38.008,41.532,68.381,53.943,54.368,41.274,40.822,41.099,71.296,60.449,49.801,49.665,46.248,43.18,38.479,39.182,38.696,40.899,46.458,49.916,48.034,48.383,44.687,48.084,55.885,58.363,55.936,50.49,49.408,45.609,51.271,50.052,40.163,39.47,37.312,35.135,35.673,,,,
"Belarus, Republic of","Gross debt, General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,,,,,9.223,8.115,12.274,15.813,20.295,32.547,36.805,58.223,36.946,36.859,38.791,53.007,53.482,53.16,47.515,40.999,47.493,41.182,40.844,40.724,39.888,35.781,36.74,35.199,34.338,33.698,33.106
"Armenia, Republic of","Population, Persons for countries / Index for country groups",,,,,,,,,,,3.51,3.51,3.45,3.37,3.255,3.247,3.242,3.235,3.23,3.221,3.212,3.2,3.183,3.165,3.146,3.127,3.107,3.087,3.066,3.037,3.02,3.024,3.022,3.014,3.005,2.992,2.979,2.969,2.963,2.962,2.962,2.969,2.984,3.034,3.116,3.106,3.096,3.086,3.075,3.064,3.052
"Armenia, Republic of","Gross domestic product (GDP), Current prices, Per capita, Domestic currency",,,,,,,,,,,,,85.507,1156.38,57477.9,160822.904,203944.665,248623.897,295830.562,306554.81,321109.129,367490.21,428113.653,513331.448,606389.979,717239.903,854808.696,1020159.505,1163805.479,1034441.646,1145705.578,1249258.668,1411800.298,1511567.663,1607077.914,1685480.952,1700747.957,1874197.811,2031066.734,2209462.029,2086823.839,2354728.568,2848867.986,3129022.085,3271534.763,3528548.846,3824788.811,4170295.429,4517467.431,4880079.126,5272227.549
"Armenia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar",,,,,,,,,,,,,31.321,247.884,199.126,396.205,492.571,506.52,585.902,572.933,595.169,662.051,746.684,886.946,1136.729,1567.095,2054.635,2982.239,3803.669,2847.479,3066.164,3353.7,3514.003,3690.126,3863.927,3526.713,3539.624,3882.604,4205.216,4598.782,4267.453,4674.214,6539.113,7972.505,8330.239,8968.916,9392.848,10193.151,10951.704,11728.635,12576.274
"Azerbaijan, Republic of","Net lending (+) / net borrowing (-), General government, Domestic currency",,,,,,,,,,,,,,,0.023,-0.029,-0.062,-0.032,0.054,-0.039,0.007,1.157,1.176,0.115,0.152,0.343,0.124,0.663,6.901,2.085,5.873,5.656,2.029,0.956,1.618,-2.628,-0.707,-0.944,4.348,7.334,-4.674,3.919,7.989,9.753,5.125,-2.482,-2.715,-2.713,-2.53,-2.321,-2.278
"Belarus, Republic of","Gross debt, General government, Domestic currency",,,,,,,,,,,,,,,,,,,,,,,,,0.477,0.546,1.006,1.589,2.723,4.625,6.274,17.889,20.232,24.721,31.257,47.658,50.78,56.216,58.12,55.239,71.107,71.308,79.132,88.005,98.358,94.756,102.815,106.079,110.761,114.779,118.68
"Belarus, Republic of","Population, Persons for countries / Index for country groups",,,,,,,,,,,10.19,10.195,10.217,10.24,10.228,10.177,10.142,10.093,10.045,10.019,9.99,9.929,9.866,9.797,9.73,9.664,9.605,9.561,9.528,9.505,9.484,9.462,9.447,9.443,9.449,9.461,9.469,9.459,9.439,9.42,9.38,9.303,9.228,9.178,9.133,9.087,9.042,8.996,8.951,8.907,8.862
"Azerbaijan, Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change",,,,,,,,,,,,,,-62.4,-8,-4.081,-5.705,29.821,22.592,-4.652,5.839,32.41,10.475,-0.627,7.691,42.315,40.491,45.862,6.781,8.485,-2.331,0.33,-1.116,-1.696,-2.265,9.337,1.965,-6.602,1.261,2.542,-9.371,3.585,35.786,-11.054,-2.324,-5.787,-0.926,-3.11,-4.189,-0.736,0.25
"Azerbaijan, Republic of","Gross domestic product (GDP), Constant prices, Domestic currency",,,,,,,,,,,,,9.384,7.217,5.797,5.042,5.169,5.629,5.967,6.647,7.061,7.518,8.228,9.068,9.907,12.523,16.839,21.049,23.315,25.474,26.748,26.775,27.365,28.964,29.765,30.087,29.165,29.21,29.639,30.374,29.099,30.733,32.182,32.618,33.946,34.97,35.842,36.721,37.621,38.547,39.502
"Azerbaijan, Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,,,3.214,-1.24,-1.929,-0.827,1.732,-0.633,0.539,22.024,19.672,1.833,1.99,2.908,0.85,2.545,17.342,6.036,13.836,10.935,3.813,1.749,2.891,-4.462,-0.743,-0.909,6.106,9.648,-5.607,4.879,6.435,8.626,4.41,-0.808,-0.751,-0.673,-0.492,-0.197,-0.025
"Armenia, Republic of","Current account balance (credit less debit), Percent of GDP",,,,,,,,,,,,,-46.28,-5.993,3.804,-16.972,-18.202,-19.315,-21.992,-16.937,-15.781,-10.44,-6.219,-6.181,-2.204,-2.529,-2.395,-7.357,-14.225,-16.484,-13.622,-10.44,-9.962,-7.297,-7.75,-2.662,-0.957,-1.261,-7.228,-7.057,-3.998,-3.396,0.738,-2.77,-4.602,-4.657,-4.717,-4.459,-4.397,-4.415,-4.319
"Marshall Islands, Republic of the","Gross domestic product (GDP), Constant prices, Domestic currency",,,,,,,,,,,,,,,,,,0.154,0.153,0.151,0.155,0.166,0.171,0.169,0.168,0.171,0.171,0.177,0.164,0.17,0.179,0.178,0.176,0.183,0.18,0.184,0.188,0.195,0.206,0.227,0.221,0.224,0.221,0.212,0.219,0.224,0.233,0.239,0.243,0.248,0.252
"Marshall Islands, Republic of the","All Items, Consumer price index (CPI), End-of-period (EoP)",,,,,,,,,,,,,,,,,,,,,,,,101.97,104.388,110.843,113.694,118.613,138.313,130.264,137.082,145.75,149.985,151.137,153.086,147.204,146.062,147.575,148.572,146.108,148.359,150.959,159.528,169.312,178.91,187.354,200.384,207.603,213.888,219.067,224.372
Emerging and Developing Europe,"Change in reserve assets, Net (assets minus liabilities), US dollar",0.398,-0.529,0.785,0.418,1.433,-0.422,1.268,1.191,0.815,3.035,-0.04,0.449,,,1.101,29.676,4.285,12.076,-0.109,11.451,20.381,9.827,20.503,37.53,60.216,113.396,134.434,195.078,-31.511,28.646,80.707,26.395,51.532,-10.233,-122.016,-8.732,35.713,13.447,45.603,92.155,-4.421,127.228,31.607,47.878,33.699,55.248,49.518,,,,
Tuvalu,"Gross domestic product (GDP), Current prices, Domestic currency",,,,,,,,,,,,,,,,,,,,,0.026,0.027,0.031,0.03,0.031,0.03,0.032,0.034,0.038,0.036,0.035,0.038,0.038,0.04,0.043,0.049,0.056,0.059,0.064,0.077,0.076,0.082,0.078,0.076,0.086,0.09,0.094,0.1,0.105,0.109,0.114
Tuvalu,"Net lending (+) / net borrowing (-), General government, Domestic currency",,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.004,-0.012,-0.006,-0.006,-0.005,-0.008,-0.003,0.004,0.01,0.001,0.007,0.015,0.001,0.02,-0.001,0.01,-0.011,-0.011,0.012,-0.007,0.001,-0.003,-0.004,-0.005,-0.006,-0.007
"Armenia, Republic of","Imports of goods, Volume, Cost insurance freight (CIF), Percent change",,,,,,,,,,,,,,,,,9.796,9.94,8.406,-10.742,6.124,4.15,15.238,23.579,-2.198,22.645,12.829,36.84,20.004,-21.329,2.664,-1.809,3.472,8.558,0.877,-16.574,6.902,28.097,14.502,13.127,-17.31,-1.725,46.812,53.034,34.959,-39.712,1.153,1.766,1.145,0.84,1.693
"Marshall Islands, Republic of the","Current account balance (credit less debit), US dollar",,,,,,,,,,,,,,,,-0.021,-0.032,-0.013,-0.013,-0.014,-0.015,-0.006,0.008,-0.001,0.005,0.009,-0.004,0.003,0.001,-0.018,-0.029,-0.001,-0.007,-0.017,-0.001,0.021,0.02,-0.002,-0.004,-0.073,0.036,0.059,0.025,0.044,0.039,0.031,0.013,0.028,0.022,0.018,0.014
"Micronesia, Federated States of","Gross domestic product (GDP), Current prices, Per capita, US dollar",,,,,,,,,,,,,,,,2097.493,2082.72,1949.608,2060.275,2064.784,2175.957,2250.77,2255.933,2288.972,2233.5,2340.705,2376.421,2421.552,2511.4,2678.277,2835.375,2975.425,3117.644,3022.055,3055.618,3036.299,3208.161,3563.883,3960.729,4011.106,3837.824,4080.611,4389.219,4689.882,4986.485,5241.065,5492.292,5664.184,5830.626,6000.401,6173.93
Emerging and Developing Europe,"Exports of goods and services, US dollar",,,,,,,,,,,,,,,158.43,213.256,241.963,255.327,246.724,226.177,287.1,297.333,328.249,415.326,548.001,674.141,812.166,996.541,1272.894,923.918,1104.89,1376.549,1404.063,1456.105,1449.193,1169.352,1113.072,1301.916,1498.325,1492.097,1311.869,1743.143,1961.431,1855.283,1895.713,1962.613,2039.867,,,,
"Micronesia, Federated States of","Gross domestic product (GDP), Constant prices, Domestic currency",,,,,,,,,,,,,,,,0.239,0.231,0.216,0.223,0.225,0.235,0.24,0.241,0.244,0.236,0.242,0.241,0.237,0.231,0.234,0.238,0.247,0.243,0.234,0.228,0.238,0.241,0.246,0.247,0.256,0.251,0.259,0.251,0.252,0.254,0.257,0.26,0.262,0.264,0.266,0.267
Tonga,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",0.067,0.083,0.1,0.11,0.164,0.178,0.198,0.206,0.206,0.216,0.235,0.257,0.253,0.259,0.27,0.297,0.303,0.306,0.317,0.328,0.349,0.362,0.384,0.392,0.395,0.405,0.409,0.409,0.437,0.417,0.425,0.463,0.483,0.486,0.504,0.515,0.554,0.582,0.599,0.608,0.627,0.658,0.689,0.729,0.762,0.802,0.836,0.865,0.893,0.92,0.948
Tonga,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",0.936,0.825,0.777,0.781,0.567,0.611,0.653,0.716,0.767,0.79,0.791,0.847,0.925,0.971,0.96,0.894,0.904,0.888,0.902,0.949,0.954,0.979,1.038,1.134,1.196,1.252,1.437,1.461,1.499,1.564,1.665,1.639,1.496,1.612,1.585,1.652,1.685,1.748,1.793,1.847,1.831,1.794,1.71,1.648,1.737,1.746,1.753,1.779,1.808,1.834,1.859
Tuvalu,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",,,,,,,,,,,,,,,,,,,,,,,3203.288,3185.522,3239.832,3075.909,3272.152,3418.863,3727.452,3487.99,3408.595,3660.764,3485.645,3734.503,3993.782,4567.273,5199.361,5623.968,6097.018,7532.04,7471.827,7958.509,7371.863,7533.967,8679.668,9098.681,9532.429,10018.846,10492.958,10946.02,11388.961
"Micronesia, Federated States of","Gross domestic product (GDP), Constant prices, Percent change",,,,,,,,,,,,,,,,,-3.35,-6.249,2.923,1.113,4.306,2.094,0.26,1.551,-3.223,2.378,-0.271,-1.728,-2.601,1.069,2.044,3.775,-1.67,-3.661,-2.587,4.509,0.985,2.256,0.494,3.363,-1.976,3.1,-2.906,0.482,0.719,0.988,1.38,0.761,0.693,0.661,0.662
Tonga,"Gross domestic product (GDP), Constant prices, Domestic currency",0.296,0.337,0.381,0.403,0.58,0.613,0.667,0.678,0.654,0.661,0.692,0.733,0.705,0.705,0.719,0.776,0.776,0.771,0.789,0.807,0.838,0.85,0.888,0.889,0.872,0.868,0.849,0.828,0.867,0.822,0.829,0.885,0.906,0.896,0.914,0.924,0.985,1.017,1.024,1.022,1.04,1.044,1.02,1.041,1.062,1.091,1.117,1.137,1.155,1.169,1.183
Tuvalu,"Gross debt, General government, Domestic currency",,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.012,0.011,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.006,0.007,0.008,0.009,0.009,0.009,0.005,0.005,0.006,0.003,0.003,0.004,0.005,0.008,0.012
"Marshall Islands, Republic of the","Net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,,,,,,7.908,13.534,9.007,7.836,7.832,5.12,10.543,-1.598,-22.283,0.235,0.266,3.684,1.512,3.513,2.133,-0.762,-0.231,3.195,2.812,3.876,4.376,2.553,-1.804,2.539,0.181,0.681,1.141,3.611,1.674,-5.279,0.678,0.597,0.066,0.022
Emerging and Developing Europe,"External debt: total debt service, US dollar",14.576,10.927,12.002,9.939,22.301,25.474,25.928,26.514,28.177,22.938,26.039,27.944,33.216,26.658,29.189,34.338,37.835,43.061,69.682,84.144,143.568,139.808,143.602,150.486,207.544,298.432,363.34,480.071,641.679,567.576,572.967,642.028,676.51,781.022,798.26,645.022,587.827,583.739,654.185,614.096,638.946,691.594,655.759,685.48,729.636,735.658,795.607,,,,
"Marshall Islands, Republic of the","Revenue, General government, Domestic currency",,,,,,,,,,,,,,,,0.078,0.078,0.069,0.072,0.065,0.074,0.082,0.08,0.083,0.07,0.087,0.088,0.102,0.1,0.098,0.101,0.1,0.095,0.102,0.097,0.109,0.122,0.145,0.139,0.148,0.17,0.181,0.173,0.18,0.211,0.206,0.261,0.293,0.302,0.317,0.328
"Micronesia, Federated States of","Primary net lending (+) / net borrowing (-), General government, Domestic currency",,,,,,,,,,,,,,,,0.006,0.011,0.01,-0.004,-0.009,-0.006,-0.013,0.018,0.007,-0.036,-0.013,-0.013,-0.009,-0.003,0.006,0.002,-0.001,0.004,0.01,0.037,0.034,0.025,0.053,0.098,0.078,0.025,0.018,0.073,0.043,0.044,0.033,0.008,0.006,0.005,0.001,-0.001
"Micronesia, Federated States of","All Items, Consumer price index (CPI), End-of-period (EoP)",,,,,,,,,,,,,,,,,,,,81.356,83.532,83.028,82.704,83.599,86.273,89.645,94.006,97.305,107.906,112.065,115.032,123.732,126.828,128.048,128.901,128.044,127.096,127.899,131.06,132.806,132.402,139.544,148.657,155.553,160.2,166.731,172.345,176.397,180.331,184.362,188.447
Tonga,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",676.514,740.164,831.288,908.504,973.463,1149.706,1370.819,1562.949,1664.538,1791.626,1939.865,2259.063,2415.025,2582.015,2664.899,2724.865,2799.164,2774.431,2906.282,3156.444,3353.306,3558.544,3986.042,4424.482,4682.405,5004.439,5756.048,5847.169,6387.505,6341.029,6869.893,7355.289,7039.398,7663.501,7859.292,8403.201,9271.739,10111.01,10692.575,11184.619,11444.076,11780.173,11776.542,12049.293,13316.25,14116.87,14808.071,15596.982,16393.828,17173.733,17990.31
Tuvalu,"Gross domestic product (GDP), Current prices, Per capita, US dollar",,,,,,,,,,,,,,,,,,,,,,,1742.203,2076.475,2386.392,2349.511,2465.078,2866.924,3187.958,2760.059,3134.201,3778.686,3610.431,3616.592,3605.169,3437.386,3867.747,4312.308,4561.426,5237.962,5158.717,5983.042,5123.115,5008.786,5729.351,5830.305,6136.58,6409.033,6678.531,6949.687,7233.283
Tuvalu,"Population, Persons for countries / Index for country groups",,,,,,,,,,,,,,,,,,,,,,,0.01,0.009,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.01,0.01,0.01,0.011,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"Marshall Islands, Republic of the","Revenue, General government, Percent of GDP",,,,,,,,,,,,,,,,,,62.87,64.047,57.722,64.356,66.65,60.303,63.449,52.931,63.053,61.415,67.515,67.965,64.569,62.734,58.048,52.45,54.774,52.398,59.107,60.628,68.08,63.003,63.707,70.343,69.976,68.41,69.523,75.193,68.153,78.526,81.973,80.415,80.752,80.464
Tuvalu,"Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",,,,,,,,,,,,,,,,,,,,,0.026,0.027,0.031,0.03,0.031,0.03,0.032,0.034,0.038,0.036,0.035,0.038,0.038,0.04,0.043,0.049,0.056,0.059,0.064,0.077,0.076,0.082,0.078,0.076,0.086,0.09,0.094,0.1,0.105,0.109,0.114
Emerging and Developing Europe,"Portfolio investment, Net (assets minus liabilities), US dollar",,,,,,,-0.146,-0.282,-1.178,-1.386,-1.179,-1.531,,,-2.521,-1.2,-4.949,-50.971,-7.521,-5.701,8.645,2.943,-4.569,-2.944,-25.801,-21.659,-31.481,-3.983,51.529,-5.999,-48.584,-39.33,-90.468,-33.677,22.554,54.911,-10.792,-34.857,9.854,-2.846,21.476,49.19,32.211,-16.086,-25.935,-25.171,-11.42,,,,
Tuvalu,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",,,,,,,,,,,,,,,,,,,,,,,4003.125,3861.739,3740.529,3554.5,3554.848,3751.883,3947.761,3678.41,3541.887,3759.701,3558.401,3703.757,3772.177,4134.439,4342.051,4563.153,4610.483,5383.085,5242.078,5208.369,4458.829,4867.092,5142.221,5281.227,5402.25,5531.425,5642.731,5738.72,5824.031
"Micronesia, Federated States of","Expenditure, General government, Domestic currency",,,,,,,,,,,,,,,,0.171,0.158,0.133,0.159,0.161,0.157,0.154,0.143,0.164,0.17,0.149,0.153,0.152,0.156,0.178,0.2,0.203,0.213,0.189,0.173,0.176,0.205,0.234,0.223,0.226,0.226,0.261,0.234,0.237,0.269,0.307,0.34,0.358,0.376,0.388,0.397
"Micronesia, Federated States of","Gross debt, General government, Domestic currency",,,,,,,,,,,,,,,,0.12,0.096,0.098,0.092,0.079,0.063,0.057,0.058,0.061,0.061,0.062,0.063,0.066,0.076,0.086,0.086,0.088,0.088,0.088,0.09,0.081,0.08,0.086,0.083,0.078,0.08,0.066,0.063,0.057,0.052,0.046,0.035,0.026,0.019,0.015,0.014
Emerging and Developing Europe,"External debt, US dollar",65.764,67.933,72.161,72.468,74.509,87.582,100.298,115.832,112.295,111.602,132.963,137.354,255.325,280.254,288.211,322.654,340.368,376.508,408.954,420.188,428.875,421.294,466.38,567.483,678.138,786.804,989.375,1374.331,1521.334,1585.344,1689.742,1785.582,1953.322,2133.111,1949.915,1761.116,1747.025,1872.186,1768.019,1792.409,1870.585,1926.137,1862.161,1910.574,1995.215,2183.174,2288.262,,,,
Tonga,"All Items, Consumer price index (CPI), End-of-period (EoP), percent change",,,,3.947,5.316,12.5,27.35,2.517,13.584,4.035,6.925,13.831,8.418,-2.698,7.58,-0.032,3.122,1.979,3.229,4.436,5.995,6.638,10.706,12.25,10.084,8.651,6.401,5.675,12.195,1.228,2.731,7.084,2.301,0.187,1.497,0.184,0.214,9.792,4.851,1.629,-1.403,4.926,9.897,13.697,6.39,1.358,3.1,3.263,3.246,3.247,3.244
"Micronesia, Federated States of","Gross debt, General government, Percent of GDP",,,,,,,,,,,,,,,,53.912,43.393,47.173,42.134,35.874,27.144,23.784,24.304,24.93,25.739,25.004,25.404,26.037,29.174,31.124,29.369,28.599,27.291,27.941,28.37,25.969,24.573,23.923,21.041,19.744,21.48,16.956,15.074,12.863,10.924,9.263,6.821,4.948,3.437,2.697,2.357
"Marshall Islands, Republic of the","Gross domestic product (GDP), Current prices, US dollar",,,,,,,,,,,,,,,,,,0.11,0.112,0.113,0.115,0.123,0.132,0.131,0.133,0.138,0.143,0.15,0.147,0.151,0.161,0.172,0.181,0.186,0.186,0.184,0.202,0.214,0.22,0.233,0.242,0.259,0.253,0.259,0.281,0.302,0.332,0.357,0.376,0.392,0.408
Emerging and Developing Europe,"Current account balance (credit less debit), Percent of GDP",-3.448,-2.911,-0.808,-0.91,-0.095,-0.446,-1.198,-0.17,1.25,0.171,-0.755,-1.112,-1.758,-2.774,0.622,0.059,-0.18,-1.5,-1.595,0.499,2.206,2.675,1.5,0.624,0.781,1.501,0.377,-1.871,-1.496,-0.296,-0.851,-0.916,-0.555,-1.189,-0.149,1.107,-0.218,-0.572,1.766,1.369,0.08,1.645,2.638,-0.357,-0.078,-1.109,-1.034,-0.741,-0.734,-0.741,-0.776
Tuvalu,"Gross debt, General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,,,,,,37.395,37.481,32.387,19.751,20.558,21.051,19.091,19.268,17.784,16.382,14.365,11.485,12.047,11.82,11.608,12.098,11.301,6.329,6.669,6.957,3.638,3.596,3.692,5.041,7.72,10.926
"Marshall Islands, Republic of the","Exports of goods and services, Volume, Free on board (FOB), Percent change",,,,,,,,,,,,,,,,,-8.161,14.739,8.811,-11.584,23.35,-0.578,14.127,1.749,-6.47,-1.065,-28.217,-0.704,-6.808,15.229,24.105,30.281,12.712,-2.062,0.03,5.007,-1.878,6.05,-2.394,0.94,5.115,19.037,-23.45,3.825,6.721,7.3,7.177,3.876,3.006,2.529,3.204
Tuvalu,"All Items, Consumer price index (CPI), End-of-period (EoP)",,,,,,,,,,,,,,,,,,,,,100,104.635,104.661,110.717,113.098,117.53,124.722,125.32,140.782,135.116,132.75,135.046,136.869,141.145,141.747,147.418,151.207,157.777,161.449,167.427,167.595,184.003,209.117,218.446,228.191,232.664,237.948,243.861,250.064,256.265,262.567
Tuvalu,"Revenue, General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,,,,,70.51,69.338,61.703,69.975,68.613,86.468,70.577,68.408,86.425,106.246,100.05,131.659,147.069,108.542,155.895,112.518,133.223,100.529,100.724,154.115,110.178,123.017,118.375,114.881,113.164,111.729,110.494
